product_name,product_id,listing_price,sale_price,discount,brand,description,rating,reviews,brand2,adjective_1,adjective_1_sentiment,adjective_2,adjective_2_sentiment,adjective_3,adjective_3_sentiment,adjective_4,adjective_4_sentiment,adjective_5,adjective_5_sentiment,adjective_6,adjective_6_sentiment,adjective_7,adjective_7_sentiment,adjective_8,adjective_8_sentiment,adjective_9,adjective_9_sentiment,adjective_10,adjective_10_sentiment,adjective_11,adjective_11_sentiment,adjective_12,adjective_12_sentiment,adjective_13,adjective_13_sentiment,adjective_14,adjective_14_sentiment,adjective_15,adjective_15_sentiment,adjective_16,adjective_16_sentiment,adjective_17,adjective_17_sentiment,adjective_18,adjective_18_sentiment,adjective_19,adjective_19_sentiment,adjective_20,adjective_20_sentiment,adjective_21,adjective_21_sentiment,adjective_22,adjective_22_sentiment,adjective_23,adjective_23_sentiment,adjective_24,adjective_24_sentiment,adjective_25,adjective_25_sentiment,adjectives_count
Women's adidas Swimming Eezay 2019 Slippers,CM0093,1499,899,40,Adidas CORE / NEO,"These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",3.7,2,Adidas,classic,0.16666666666666666,clean,0.3666666666666667,essential,0.0,lightweight,0.0,simple,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas RunFalcon Shoes,F36218,4999,4999,0,Adidas CORE / NEO,"Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive sneakers have an airy material-mix upper and a midfoot cage for extra support.",4.5,39,Adidas,lightweight,0.0,soft,0.1,supportive,0.5,midfoot,0.0,extra,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Swim Puka Slippers,CM0083,999,599,40,Adidas CORE / NEO,These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.,4.0,58,Adidas,slim,0.0,great,0.8,unique,0.375,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,3
Women's adidas Swim Ozor III Slippers,CM0078,1299,779,40,Adidas CORE / NEO,"The simple and stylish adidas Ozor III slippers for women. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",3.0,38,Adidas,simple,0.0,stylish,0.5,soft,0.1,additional,0.0,Synthetic,0.0,proper,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,6
Women's adidas Swim Ozor III Slippers,CM0079,1299,779,40,Adidas CORE / NEO,"The simple and stylish adidas Ozor III slippers for women. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",2.9,64,Adidas,simple,0.0,stylish,0.5,soft,0.1,additional,0.0,Synthetic,0.0,proper,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,6
Women's adidas Swim Jung Slippers,CM0074,999,599,40,Adidas CORE / NEO,These adidas Jung slippers for women come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort while the all over print gives it a unique style.,4.2,22,Adidas,soft,0.1,Synthetic,0.0,better,0.5,durable,0.0,unique,0.375,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Swim Jung Slippers,CM0073,999,599,40,Adidas CORE / NEO,These adidas Jung slippers for women come with soft Synthetic straps for better grip and comfort. It's durable Die-cut Rubber outsole offers supreme comfort while the all over print gives it a unique style.,4.4,93,Adidas,soft,0.1,Synthetic,0.0,better,0.5,durable,0.0,unique,0.375,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Swimming Eezay 2019 Slippers,CM0092,1499,899,40,Adidas CORE / NEO,"These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",2.6,54,Adidas,classic,0.16666666666666666,clean,0.3666666666666667,essential,0.0,lightweight,0.0,simple,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's Running Duramo 9 Shoes,EG8672,5599,5599,0,Adidas CORE / NEO,Upgrade your sports style with modern details. These adidas running shoes let you transition from the treadmill to the track in cushioned comfort. Supportive heel construction gives your Achilles tendon a range of motion on every step.,0.0,27,Adidas,modern,0.2,cushioned,0.0,Supportive,0.5,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,3
Women's Sport Inspired QT Racer Shoes,EG8480,4599,4599,0,Adidas CORE / NEO,Cushion your every stride in lightweight comfort. These adidas running-inspired shoes let you navigate the unpredictable elements of the street without distraction. Push the pace with 3-Stripes style.,4.4,80,Adidas,lightweight,0.0,unpredictable,-0.16666666666666666,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,2
Women's Sport Inspired Lite Racer Clean Shoes,EG3148,4599,4599,0,Adidas CORE / NEO,"Designed with sleek lines for a minimalist look, these shoes have a light and breathable mesh upper. Pillowy cushioning delivers comfort that lasts all day.",4.0,9,Adidas,sleek,0.0,minimalist,0.0,light,0.4,breathable,0.0,upper,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Swim Puka Slippers,CM0082,999,599,40,Adidas CORE / NEO,These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.,3.6,29,Adidas,slim,0.0,great,0.8,unique,0.375,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,3
Women's adidas Running Asweerun Shoes,EG3185,4999,4999,0,Adidas CORE / NEO,"Multisport training shoes for adding variety to your running routine. These shoes have a sporty mesh upper for breathability. The rubber outsole is designed to provide a secure grip, and the moulded heel counter helps keep you stable on uneven terrain.",4.7,31,Adidas,sporty,0.0,upper,0.0,secure,0.4,stable,0.0,uneven,-0.2,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's adidas Running Sooraj Shoes,EG4006,5599,5599,0,Adidas CORE / NEO,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.",3.9,1,Adidas,Fast,0.2,Ready,0.2,streamlined,0.0,low,0.0,soft,0.1,plush,0.0,speedy,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Women's adidas Running Sooraj Shoes,EG4007,5599,5599,0,Adidas CORE / NEO,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.",3.2,94,Adidas,Fast,0.2,Ready,0.2,streamlined,0.0,low,0.0,soft,0.1,plush,0.0,speedy,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Women's Sport Inspired QT Racer Shoes,EH1178,4999,4999,0,Adidas CORE / NEO,"You don't need to be a runner to look like one. These adidas QT Racer Shoes have the look of a running shoe, with the feel of total, utter comfort. Wait, should you become a runner? Ultimately up to you, but enjoy these in the meantime.",4.3,65,Adidas,total,0.0,utter,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,2
Women's Sport Inspired Mavia Shoes,EG4316,6599,6599,0,Adidas CORE / NEO,"Lace into these adidas shoes for long days on the go. The Mavia X Shoes have a soft midsole for cushioned strides. Seamless 3-Stripes give these running-inspired shoes a sporty look. The sleek, elevated style spreads confidence wherever you roam.",3.4,6,Adidas,long,-0.05,soft,0.1,cushioned,0.0,Seamless,0.1,sporty,0.0,sleek,0.0,elevated,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Women's Sport Inspired Archivo Shoes,EG3253,4999,4999,0,Adidas CORE / NEO,A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.,2.5,67,Adidas,modern,0.2,authentic,0.5,superior,0.7,ultra,0.0,-,0.0,plush,0.0,soft,0.1,sleek,0.0,upper,0.0,subtle,-0.3333333333333333,sporty,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,11
Women's Sport Inspired Mavia Shoes,EG4314,6599,6599,0,Adidas CORE / NEO,"Lace into these adidas shoes for long days on the go. The Mavia X Shoes have a soft midsole for cushioned strides. Seamless 3-Stripes give these running-inspired shoes a sporty look. The sleek, elevated style spreads confidence wherever you roam.",3.8,36,Adidas,long,-0.05,soft,0.1,cushioned,0.0,Seamless,0.1,sporty,0.0,sleek,0.0,elevated,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Women's Running Nova Flow Shoes,EH1379,5599,5599,0,Adidas CORE / NEO,Step one. Get outside. Step two. Go. The rest will follow. Work towards increasing your best time in the adidas Nova Flow Shoes. They grip uneven and unpredictable surfaces so you can push forward with confidence. And when the ride is this smooth? Maybe the last mile will feel like the first. Maybe.,4.9,45,Adidas,best,1.0,uneven,-0.2,unpredictable,-0.16666666666666666,last,0.0,first,0.25,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's Running Nova Flow Shoes,EH2586,5599,5599,0,Adidas CORE / NEO,Step one. Get outside. Step two. Go. The rest will follow. Work towards increasing your best time in the adidas Nova Flow Shoes. They grip uneven and unpredictable surfaces so you can push forward with confidence. And when the ride is this smooth? Maybe the last mile will feel like the first. Maybe.,0.0,4,Adidas,best,1.0,uneven,-0.2,unpredictable,-0.16666666666666666,last,0.0,first,0.25,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's Sport Inspired Nebzed Shoes,EG3698,4999,4999,0,Adidas CORE / NEO,Confidence for every undertaking. These running-style shoes have ultra-soft cushioning to keep you comfortable till the end of the day. The breathable mesh upper has 3-Stripes that celebrate adidas' sport heritage.,2.7,11,Adidas,running,0.0,ultra,0.0,-,0.0,soft,0.1,comfortable,0.4,breathable,0.0,upper,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Women's Sport Inspired Nebzed Shoes,EH0165,4999,4999,0,Adidas CORE / NEO,Confidence for every undertaking. These running-style shoes have ultra-soft cushioning to keep you comfortable till the end of the day. The breathable mesh upper has 3-Stripes that celebrate adidas' sport heritage.,2.8,35,Adidas,running,0.0,ultra,0.0,-,0.0,soft,0.1,comfortable,0.4,breathable,0.0,upper,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Women's Sport Inspired Khoe Adapt Shoes,EH1211,5599,5599,0,Adidas CORE / NEO,"Celebrate free and easy summers with a bold approach. Bright and playful, these lightweight adidas running-inspired shoes feature vibrant graphics. The shoes hug your feet in snug comfort as you personalise the fit with the adjustable strap.",3.2,85,Adidas,free,0.4,easy,0.43333333333333335,bold,0.3333333333333333,Bright,0.7000000000000001,playful,0.0,lightweight,0.0,vibrant,0.16666666666666666,adjustable,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,8
Men's adidas Running Nepton 2.0 Shoes,CK9665,5999,2999,50,Adidas CORE / NEO,Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.,4.9,72,Adidas,Sleek,0.0,reflective,0.0,contemporary,0.16666666666666666,functional,0.0,Breathable,0.0,upper,0.0,maximum,0.0,best,1.0,high,0.16,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,9
Men's adidas Running Nepton 2.0 Shoes,CK9663,5999,2999,50,Adidas CORE / NEO,Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.,1.5,74,Adidas,Sleek,0.0,reflective,0.0,contemporary,0.16666666666666666,functional,0.0,Breathable,0.0,upper,0.0,maximum,0.0,best,1.0,high,0.16,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,9
Women's Running EnergyFalcon Shoes,EG3953,6599,6599,0,Adidas CORE / NEO,"Dig deep. These running shoes have a supportive, free-motion design that offers the stability and comfort you need to reach your goals. From the first step, the cushioning feels pillow-soft. The molded heel allows your Achilles to move freely while a midfoot support panel provides a natural fit. The durable outsole is made to log many miles.",2.9,77,Adidas,deep,0.0,supportive,0.5,free,0.4,first,0.25,soft,0.1,molded,0.0,midfoot,0.0,natural,0.1,durable,0.0,many,0.5,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,10
Women's Sport Inspired Khoe Adapt Shoes,EG4176,4999,4999,0,Adidas CORE / NEO,"Step into the street with a bold approach. These shoes feature a lightweight, sock-like construction that lets you secure your fit in snug, all-day comfort. Classic adidas details on the thick strap celebrate your 3-Stripes love.",3.9,14,Adidas,bold,0.3333333333333333,lightweight,0.0,like,0.0,thick,-0.30000000000000004,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,4
men's ADIDAS RUNNING NAYO 1.0 SHOES,CI9916,4999,2499,50,Adidas CORE / NEO,"The adidas Nayo 1.0 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability.",0.0,84,Adidas,lightweight,0.0,round,-0.2,simplistic,-0.5,upper,0.0,Full,0.35,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Women's Sport Inspired Khoe Adapt Shoes,EG4175,4999,4999,0,Adidas CORE / NEO,"Step into the street with a bold approach. These shoes feature a lightweight, sock-like construction that lets you secure your fit in snug, all-day comfort. Classic adidas details on the thick strap celebrate your 3-Stripes love.",3.0,94,Adidas,bold,0.3333333333333333,lightweight,0.0,like,0.0,thick,-0.30000000000000004,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,4
Women's adidas Running Sooraj Shoes,EG4004,5599,5599,0,Adidas CORE / NEO,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.",2.5,17,Adidas,Fast,0.2,Ready,0.2,streamlined,0.0,low,0.0,soft,0.1,plush,0.0,speedy,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES,CJ8068,5599,2799,50,Adidas CORE / NEO,"Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.",2.6,60,Adidas,maximum,0.0,upper,0.0,breathable,0.0,like,0.0,supportive,0.5,midfoot,0.0,instant,0.0,responsive,0.0,super,0.3333333333333333,-,0.0,plush,0.0,ultimate,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,12
Men's adidas Running Puaro Shoes,CK9681,4999,2499,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas Puaro shoes for men. Mesh upper for lightweight and breathability with full rubber outsole for durability. They come layered sandwich mesh details for maximum ventilation.,5.0,5,Adidas,upper,0.0,full,0.35,layered,0.0,maximum,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,4
Men's adidas Sport Inspired Run 60s Shoes,EE9731,5599,2799,50,Adidas CORE / NEO,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.,2.9,99,Adidas,classic,0.16666666666666666,like,0.0,upper,0.0,lightweight,0.0,modern,0.2,old,0.1,Iconic,0.5,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,7
Men's adidas Running Nayo 2.0 Shoes,CK9591,5299,2649,50,Adidas CORE / NEO,The stylish adidas Nayo 2.0 shoes for men crafted for runners. The breathable Knit-Mesh upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability.,2.4,35,Adidas,stylish,0.5,breathable,0.0,upper,0.0,full,0.35,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,4
Men's adidas Running Kivaro 1 Shoes,CK9648,4599,2299,50,Adidas CORE / NEO,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability and support in a simplistic design. The combination of Knit-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",4.6,36,Adidas,lightweight,0.0,round,-0.2,simplistic,-0.5,upper,0.0,Full,0.35,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Men's adidas Running Kyris 1.0 Shoes,CK9602,4599,2299,50,Adidas CORE / NEO,The adidas Kyris 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,2.9,37,Adidas,lightweight,0.0,new,0.13636363636363635,upper,0.0,low,0.0,faster,0.0,overall,0.0,great,0.8,mesh,0.0,full,0.35,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,9
Men's adidas Running Duramo 9 Shoes,F34491,5999,2999,50,Adidas CORE / NEO,"These men's running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",3.0,59,Adidas,upper,0.0,lightweight,0.0,seamless,0.1,stable,0.0,soft,0.1,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,5
Men's adidas Running Kylen 1.0 shoes,CK9693,4999,2499,50,Adidas CORE / NEO,The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The mesh upper ensures breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,4.6,88,Adidas,lightweight,0.0,new,0.13636363636363635,upper,0.0,low,0.0,faster,0.0,overall,0.0,great,0.8,full,0.35,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,0.0,8
