name,sku,selling_price,original_price,color,category,breadcrumbs,description,average_rating,reviews_count,description_preprocess,description_sentiment_nltk,description_sentiment_textblob,description_sentiment_textblob_labels
Predators Long Sleeve Tee,H44967,24,30.0,Grey,Clothing,Men/Clothing,Go Predators! Represent Nashville in this adidas hockey t-shirt as your team protects the puck. Ultra-soft ringspun cotton gives it a smooth feel to match your enthusiasm.,4.6,5,go predator ! represent nashville adidas hockey t-shirt team protects puck . ultra-soft ringspun cotton give smooth feel match enthusiasm .,1,0.4,Positive
EQ21 Run Shoes,H00538,56,80.0,Grey,Shoes,Women/Shoes,"Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.4,152,log mile confidence adidas running shoe . breathable upper let foot stay fresh long run . lightweight cushioning keep comfortable spring step first toe-off final heel strike . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .,1,0.0875,Positive
adidas Equipment Tiro Track Pants,HA2442,40,50.0,Black,Clothing,Men/Clothing,"It's been three decades since adidas Equipment style made its indelible mark on soccer culture. To celebrate its larger-than-life look, these Tiro pants go all out with bold blocks of color down the sides and a two-tone adidas Badge of Sport on the hip. AEROREADY absorbs moisture, and a classic Tiro tapered fit keeps you streamlined in case you need to show off your fancy footwork.",4.8,42,"'s three decade since adidas equipment style made indelible mark soccer culture . celebrate larger-than-life look , tiro pant go bold block color side two-tone adidas badge sport hip . aeroready absorbs moisture , classic tiro tapered fit keep streamlined case need show fancy footwork .",1,0.18611111111111112,Positive
Badge of Sport Classic Tee (Plus size),HA3054,20,25.0,Purple,Clothing,Women/Clothing,"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.3,27,"whether 're running gym sprinting errand , want stay comfortable . adidas tee made moisture-absorbing aeroready keep back feeling dry . elongated hem side slit offer styling versatility . buying cotton product u , 're supporting sustainable cotton farming .",1,0.19722222222222222,Positive
Fold-Cuff Crew Socks 3 Pairs,H32387,10,14.0,White,Accessories,Originals/Accessories,"Classic crew socks. Is there anything better? How about a touch of adidas attitude and the option to wear them two ways. Pull these socks up high to rep your brand pride, or fold down the cuff to flaunt a Trefoil on the other side. One up and one down? You've got options.

This product is made with recycled content as part of our ambition to end plastic waste.",4.7,76,"classic crew sock . anything better ? touch adidas attitude option wear two way . pull sock high rep brand pride , fold cuff flaunt trefoil side . one one ? 've got option . product made recycled content part ambition end plastic waste .",1,0.02722222222222222,Positive
Fold-Cuff Crew Socks 3 Pairs,GN4894,9,14.0,White,Accessories,Originals/Accessories,"Classic crew socks. Is there anything better? How about a touch of adidas attitude and the option to wear them two ways. Pull these socks up high to rep your brand pride, or fold down the cuff to flaunt a Trefoil on the other side. One up and one down? You've got options.

This product is made with recycled content as part of our ambition to end plastic waste.",4.7,76,"classic crew sock . anything better ? touch adidas attitude option wear two way . pull sock high rep brand pride , fold cuff flaunt trefoil side . one one ? 've got option . product made recycled content part ambition end plastic waste .",1,0.02722222222222222,Positive
adidas x Zoe Saldana Feelbrilliant AEROREADY 7/8 Printed Sport Tights,GS3917,40,50.0,Blue,Clothing,Women/Clothing,"Move through your day with total confidence in these adidas tights. A snug fit lets you bend and flex naturally, with coverage in all the right places. Stay feeling fresh and dry even after a sweaty workout and get on with your day without missing a beat.",4.5,29,"move day total confidence adidas tights . snug fit let bend flex naturally , coverage right place . stay feeling fresh dry even sweaty workout get day without missing beat .",1,0.11700680272108843,Positive
adidas Sleek Shoes,H00474,56,80.0,White,Shoes,Women/Shoes,"In collaboration with HER Studio London, these adidas Sleek Shoes keep things clean while adding a pop of color on the heel. Because it wouldn't be a collaboration with the women-led design studio if there wasn't a distinctive print. It's their signature, after all. Perforated 3-Stripes root the look in adidas heritage.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",4.6,608,"collaboration studio london , adidas sleek shoe keep thing clean adding pop color heel . would n't collaboration women-led design studio n't distinctive print . 's signature , . perforated 3-stripes root look adidas heritage . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.18333333333333335,Positive
Marimekko Oversize Tee,H20475,32,40.0,Black,Clothing,Women/Clothing,"Celebrate color. Celebrate you. Wrap up in a bright, bold print from Finnish design house Marimekko and dare to let your creative, colorful and absolutely unique voice shine. The loose cut and soft cotton of this adidas t-shirt keep you comfy while you're at it. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.8,47,"celebrate color . celebrate . wrap bright , bold print finnish design house marimekko dare let creative , colorful absolutely unique voice shine . loose cut soft cotton adidas t-shirt keep comfy 're . buying cotton product u , 're supporting sustainable cotton farming .",1,0.3312678062678063,Positive
Classic Waist Bag,GU0890,16,20.0,Black,Accessories,Training/Accessories,"When you've got ground to cover and places to be, you don't want to get bogged down by your gear. Travel fast and light with this adidas waist bag. Buckle it around your waist to go hands-free or sling it across your body to tie off your look. However you wear it, all your essentials will stay securely zipped inside. 

This product is made with recycled content as part of our ambition to end plastic waste.",5.0,1,"'ve got ground cover place , n't want get bogged gear . travel fast light adidas waist bag . buckle around waist go hands-free sling across body tie look . however wear , essential stay securely zipped inside . product made recycled content part ambition end plastic waste .",1,0.07407407407407406,Positive
Cropped Letter Hoodie,H20233,52,65.0,Red,Clothing,Women/Clothing,"Play up casual style with a bold adidas graphic. This cropped hoodie takes your look to the next level with collegiate block lettering on the raglan sleeves. Soft French terry keeps you comfortable all day. Pair with a denim skirt and platform shoes for an outfit that feels effortlessly cool. 

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is made with recycled content as part of our ambition to end plastic waste.",4.2,5,"play casual style bold adidas graphic . cropped hoodie take look next level collegiate block lettering raglan sleeve . soft french terry keep comfortable day . pair denim skirt platform shoe outfit feel effortlessly cool . buying cotton product u , 're supporting sustainable cotton farming . product made recycled content part ambition end plastic waste .",1,0.11212121212121211,Positive
AEROREADY Designed to Move Sport Motion Logo Hoodie,H28797,52,65.0,Grey,Clothing,Men/Clothing,"For the person who's always on the move, this training hoodie matches your busy lifestyle step for step. From a morning run to a chilly shootaround in the park, stay layered up and warm while moving freely and comfortably. The adidas Badge of Sport completes the sports-inspired, daily-wear look.",4.8,89,"person 's always move , training hoodie match busy lifestyle step step . morning run chilly shootaround park , stay layered warm moving freely comfortably . adidas badge sport completes sports-inspired , daily-wear look .",1,0.18,Positive
Tensor Run Shoes,GZ2668,36,45.0,White,Shoes,Kids/Shoes,"One pair for every activity? In these kids' shoes, they'll stay comfortable everywhere they roam. The breathable upper keeps feet cool while a lightweight unitsole cushions their steps. Welded 3-Stripes on the sides are instantly recognizable.",4.8,580,"one pair every activity ? kid ' shoe , 'll stay comfortable everywhere roam . breathable upper keep foot cool lightweight unitsole cushion step . welded 3-stripes side instantly recognizable .",1,0.25,Positive
Supernova+ Shoes,FY2858,96,120.0,White,Shoes,Men/Shoes,"Take off. Touch down. Repeat. The process is simple, but not always easy. These adidas running shoes keep you comfortable from your first mile to your first race. The plus in the name refers to the extra Boost in the hybrid midsole, which gives this version of the Supernova more energy return. The engineered mesh upper provides support and ventilation where you need it most.",4.5,275,"take . touch . repeat . process simple , always easy . adidas running shoe keep comfortable first mile first race . plus name refers extra boost hybrid midsole , give version supernova energy return . engineered mesh upper provides support ventilation need .",1,0.2177777777777778,Positive
Predator Freak.3 Turf Shoes,FY0623,64,80.0,Black,Shoes,Soccer/Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. Their supportive mid-cut design and grippy rubber outsole ensure these adidas soccer shoes keep you dominating on artificial turf. 3D-printed Demonscale elements spread further across their coated mesh upper to help you improve your mastery of the ball.",4.5,214,"wall ca n't contain . rival ca n't hold back . court , 're control . release full force nature predator freak . supportive mid-cut design grippy rubber outsole ensure adidas soccer shoe keep dominating artificial turf . 3d-printed demonscale element spread across coated mesh upper help improve mastery ball .",1,0.041666666666666664,Positive
Adicolor Classics Collegiate Cropped Hoodie,H37831,59,65.0,Pink,Clothing,Women/Clothing,"Ease takes many forms. One of them is this adidas hoodie. It's all about comfort with a super-soft feel, ribbed details and a hood you can pull up when you want to tune out from the world a little more. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.6,14,"ease take many form . one adidas hoodie . 's comfort super-soft feel , ribbed detail hood pull want tune world little . buying cotton product u , 're supporting sustainable cotton farming .",1,0.3125,Positive
Waist Bag,H09044,19,23.0,Burgundy,Accessories,Women/Accessories,"If you appreciate the finer things, you'll appreciate the total glam of this adidas waist bag. Toss in your phone, keys and cash, buckle it on and walk out the door. When you do, you'll feel the spotlight on your every step, thanks to luxe satin and pops of gold.

This product is made with recycled content as part of our ambition to end plastic waste.",4.6,29,"appreciate finer thing , 'll appreciate total glam adidas waist bag . toss phone , key cash , buckle walk door . , 'll feel spotlight every step , thanks luxe satin pop gold . product made recycled content part ambition end plastic waste .",1,0.0,Neutral
Designed to Move High-Rise Sport Zebra 7/8 Tights,GR9652,36,45.0,Black,Clothing,Women/Clothing,"Lunge, twist and stretch through your full range of motion. These adidas training tights have a stretchy build that lets you move freely. The AEROREADY tights absorb moisture to keep you dry during rush hour at the gym. Tuck workout reminders into the back pocket where they're easy to access. 

This product is made with Primegreen, a series of high-performance recycled materials.",3.7,20,"lunge , twist stretch full range motion . adidas training tights stretchy build let move freely . aeroready tights absorb moisture keep dry rush hour gym . tuck workout reminder back pocket 're easy access . product made primegreen , series high-performance recycled material .",1,0.22333333333333333,Positive
Funny Dino Tee (Gender Neutral),H13478,25,35.0,White,Clothing,Men/Clothing,"You know that friend who always has a clever joke and a smile? The one who walks in a room and brings good vibes with them? Well, in this adidas t-shirt, that friend is you. Just look at the dino. He's downright prehistoric, and even he's having a good time. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.9,35,"know friend always clever joke smile ? one walk room brings good vibe ? well , adidas t-shirt , friend . look dino . 's downright prehistoric , even 's good time . buying cotton product u , 're supporting sustainable cotton farming .",1,0.43611111111111106,Positive
adidas x Classic LEGO® Track Suit,H26649,60,75.0,Blue,Clothing,Kids/Clothing,Unleash your little athlete's creativity and there's no limit to what they can accomplish. This kids' track suit is part of adidas' partnership with LEGO Group. Cotton-blend French terry keeps kids comfortable as they move. Bright primary colors and graphics nod to the LEGO® bricks that are an icon of childhood.,5.0,6,unleash little athlete 's creativity 's limit accomplish . kid ' track suit part adidas ' partnership lego group . cotton-blend french terry keep kid comfortable move . bright primary color graphic nod lego® brick icon childhood .,1,0.2625,Positive
QT Racer Sport Shoes,Q46321,52,65.0,Black,Shoes,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",4.4,454,"adidas shoe give smooth ride day long , morning run afternoon errand backyard hangout night . lightmotion midsole delivers super-lightweight cushioning 'll truly appreciate hour pas . product made primeblue , high-performance recycled material made part parley ocean plastic . 50 % upper textile , 75 % textile primeblue yarn . virgin polyester .",1,0.0625,Positive
Predator Freak.3 Turf Shoes,FY1039,48,60.0,Black,Shoes,Kids/Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. These juniors' adidas turf soccer shoes dial up the stability with a supportive mid-cut design. 3D-printed Demonscale elements spread further across the synthetic upper to help you dominate the ball.",4.7,117,"wall ca n't contain . rival ca n't hold back . court , 're control . release full force nature predator freak . junior ' adidas turf soccer shoe dial stability supportive mid-cut design . 3d-printed demonscale element spread across synthetic upper help dominate ball .",1,0.16999999999999998,Positive
QT Racer Sport Shoes,Q46322,46,65.0,Grey,Shoes,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",4.4,454,"adidas shoe give smooth ride day long , morning run afternoon errand backyard hangout night . lightmotion midsole delivers super-lightweight cushioning 'll truly appreciate hour pas . product made primeblue , high-performance recycled material made part parley ocean plastic . 50 % upper textile , 75 % textile primeblue yarn . virgin polyester .",1,0.0625,Positive
Supernova+ Shoes,S42716,96,120.0,Black,Shoes,Men/Shoes,"Take off. Touch down. Repeat. The process is simple, but not always easy. These adidas running shoes keep you comfortable from your first mile to your first race. The plus in the name refers to the extra Boost in the hybrid midsole, which gives this version of the Supernova more energy return. The engineered mesh upper provides support and ventilation where you need it most.",4.5,275,"take . touch . repeat . process simple , always easy . adidas running shoe keep comfortable first mile first race . plus name refers extra boost hybrid midsole , give version supernova energy return . engineered mesh upper provides support ventilation need .",1,0.2177777777777778,Positive
QT Racer Sport Shoes,GW4842,46,65.0,White,Shoes,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",4.4,454,"adidas shoe give smooth ride day long , morning run afternoon errand backyard hangout night . lightmotion midsole delivers super-lightweight cushioning 'll truly appreciate hour pas . product made primeblue , high-performance recycled material made part parley ocean plastic . 50 % upper textile , 75 % textile primeblue yarn . virgin polyester .",1,0.0625,Positive
QT Racer Sport Shoes,GW4843,46,65.0,Pink,Shoes,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",4.4,454,"adidas shoe give smooth ride day long , morning run afternoon errand backyard hangout night . lightmotion midsole delivers super-lightweight cushioning 'll truly appreciate hour pas . product made primeblue , high-performance recycled material made part parley ocean plastic . 50 % upper textile , 75 % textile primeblue yarn . virgin polyester .",1,0.0625,Positive
Superstar Star Wars Shoes,FX5938,53,75.0,White,Shoes,Kids/Shoes,"Feel the Force every time you lace up in these juniors' adidas Superstar shoes. A basketball icon with over 50 years of history, these classic shoes have never shied away from breaking rules and pushing boundaries. Made in collaboration with Star Wars™, this version pays tribute to that rebellious attitude with playful graphics depicting Star Wars characters trying out new hobbies. After all, the Force should always we used for good.",4.8,59,"feel force every time lace junior ' adidas superstar shoe . basketball icon 50 year history , classic shoe never shied away breaking rule pushing boundary . made collaboration star wars™ , version pay tribute rebellious attitude playful graphic depicting star war character trying new hobby . , force always used good .",1,0.33434343434343433,Positive
ZX 360 Shoes,S23979,36,45.0,Pink,Shoes,Kids/Shoes,"There's no one right way to move. As toddlers learn to explore the world around them, these adidas ZX 360 Shoes support them on their journey. The slip-on design makes them easy to get on and off so that they, and you, can get out the door quickly.",4.8,18,"'s one right way move . toddler learn explore world around , adidas zx 360 shoe support journey . slip-on design make easy get , , get door quickly .",1,0.3507936507936508,Positive
Ultraboost 21 Shoes,FZ2929,128,160.0,White,Shoes,Kids/Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",4.6,241,"prototype prototype . innovation innovation . testing testing . meet u hot pursuit pinnacle harmonization weight , cushioning , responsiveness . ultraboost 21. say hello incredible energy return .",1,0.575,Positive
X9000L4 Shoes,S23667,98,140.0,Black,Shoes,Men/Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",4.5,21,"mile enough reset mind . adidas running shoe keep feeling good short- mid-distance run . ride full-length boost midsole , return energy every stride . design draw inspiration virtual realm , shock color semi-translucent detail reminiscent glowing screen . glitched pattern outsole offer grippy traction city street .",1,0.09047619047619047,Positive
QT Racer Sport Shoes,FY5680,46,65.0,Black,Shoes,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",4.4,454,"adidas shoe give smooth ride day long , morning run afternoon errand backyard hangout night . lightmotion midsole delivers super-lightweight cushioning 'll truly appreciate hour pas . product made primeblue , high-performance recycled material made part parley ocean plastic . 50 % upper textile , 75 % textile primeblue yarn . virgin polyester .",1,0.0625,Positive
EQ21 Run Shoes,H00515,64,80.0,Grey,Shoes,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.6,146,"running sport , 's nothing love daily run . log mile ultimate comfort lace adidas shoe . breathable upper keep foot feeling cool fresh warm day . lightweight cushioning make step enjoyable . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.25416666666666665,Positive
EQ21 Run Shoes,H00521,72,80.0,Black,Shoes,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.6,146,"running sport , 's nothing love daily run . log mile ultimate comfort lace adidas shoe . breathable upper keep foot feeling cool fresh warm day . lightweight cushioning make step enjoyable . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.25416666666666665,Positive
EQ21 Run Shoes,H00519,64,80.0,Grey,Shoes,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.6,146,"running sport , 's nothing love daily run . log mile ultimate comfort lace adidas shoe . breathable upper keep foot feeling cool fresh warm day . lightweight cushioning make step enjoyable . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.25416666666666665,Positive
X9000L4 Shoes,GY0127,112,140.0,Black,Shoes,Men/Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",4.5,21,"mile enough reset mind . adidas running shoe keep feeling good short- mid-distance run . ride full-length boost midsole , return energy every stride . design draw inspiration virtual realm , shock color semi-translucent detail reminiscent glowing screen . glitched pattern outsole offer grippy traction city street .",1,0.09047619047619047,Positive
Manga Short Sleeve Tee,HD9084,32,40.0,Blue,Clothing,Men/Clothing,"Channel your inner monster in this playful tee from adidas x Disney. It has a graphic of Pixar's Sulley on the side, reimagined as a manga character. Soft cotton fabric means you'll be comfy, not scared. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.9,15,"channel inner monster playful tee adidas x disney . graphic pixar 's sulley side , reimagined manga character . soft cotton fabric mean 'll comfy , scared . buying cotton product u , 're supporting sustainable cotton farming .",1,0.16999999999999998,Positive
Supernova+ Shoes,FX6655,84,120.0,White,Shoes,Men/Shoes,"The run really begins the moment you forget that you're running. These adidas shoes provide total comfort to help you free your mind. They're made with beginner runners in mind, with an engineered mesh upper that gives you targeted support and ventilation. A combination of Boost and Bounce in the midsole provides an ideal mix of energy return and spring.",4.5,275,"run really begin moment forget 're running . adidas shoe provide total comfort help free mind . 're made beginner runner mind , engineered mesh upper give targeted support ventilation . combination boost bounce midsole provides ideal mix energy return spring .",1,0.3,Positive
Retrorun Shoes,GZ5355,52,65.0,Black,Shoes,Women/Shoes,"From low key to dressy, these versatile adidas shoes pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",4.5,762,"low key dressy , versatile adidas shoe pair variety look . plush feel keep comfortable casual stroll park long afternoon foot . retro design suede overlay sharp finish .",1,-0.045833333333333344,Negative
EQ21 Run Shoes,H00512,72,80.0,Black,Shoes,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.6,146,"running sport , 's nothing love daily run . log mile ultimate comfort lace adidas shoe . breathable upper keep foot feeling cool fresh warm day . lightweight cushioning make step enjoyable . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.25416666666666665,Positive
ZX 8000 Shoes,H01399,84,120.0,Beige,Shoes,Men/Shoes,"The ZX 8000s have had collectors searching far and wide since their release in the mid 2000s. It's all part of the game, and now we're giving you a shortcut to win. The legendary adidas shoes are right here, right now, ready for your feet. No hunt required. They build on one of the most iconic colorways of the model's history, but with a twist of course. The signature Torsion bar is still there, and the iconic heel TPU counter too. They wouldn't be part of the ZX thousand series without them.",4.8,83,"zx 8000s collector searching far wide since release mid 2000s . 's part game , 're giving shortcut win . legendary adidas shoe right , right , ready foot . hunt required . build one iconic colorways model 's history , twist course . signature torsion bar still , iconic heel tpu counter . would n't part zx thousand series without .",1,0.3059523809523809,Positive
Grand Court Shoes,GW4852,36,45.0,White,Shoes,Kids/Shoes,"Tennis-inspired design gives these children's sneakers a clean and polished look that never goes out of style. These adidas shoes were clearly born from heritage '70s models, but whether they know that or not, your child is sure to recognize a good thing when they see it. Meant for everyday, all-day wear, the shoes have a cozy sockliner for extra comfort.",4.8,31,"tennis-inspired design give child 's sneaker clean polished look never go style . adidas shoe clearly born heritage '70s model , whether know , child sure recognize good thing see . meant everyday , all-day wear , shoe cozy sockliner extra comfort .",1,0.18095238095238098,Positive
Supernova+ Shoes,FX6658,84,120.0,Black,Shoes,Men/Shoes,"The run really begins the moment you forget that you're running. These adidas shoes provide total comfort to help you free your mind. They're made with beginner runners in mind, with an engineered mesh upper that gives you targeted support and ventilation. A combination of Boost and Bounce in the midsole provides an ideal mix of energy return and spring.",4.5,275,"run really begin moment forget 're running . adidas shoe provide total comfort help free mind . 're made beginner runner mind , engineered mesh upper give targeted support ventilation . combination boost bounce midsole provides ideal mix energy return spring .",1,0.3,Positive
ZX 8000 Shoes,H02124,84,120.0,Grey,Shoes,Men/Shoes,"The adidas ZX 8000 was at the pinnacle of running performance back in the '80s. Channeling the boundary breaking attitude of that OG pair, these shoes spin sport into fashion. Lace into the beloved, retro design and show off your adidas street cred. Boost cushioning and a Torsion bar provide comfort and stability.",4.8,83,"adidas zx 8000 pinnacle running performance back '80s . channeling boundary breaking attitude og pair , shoe spin sport fashion . lace beloved , retro design show adidas street cred . boost cushioning torsion bar provide comfort stability .",1,0.35,Positive
EQ21 Run Shoes,H00511,72,80.0,White,Shoes,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.6,146,"running sport , 's nothing love daily run . log mile ultimate comfort lace adidas shoe . breathable upper keep foot feeling cool fresh warm day . lightweight cushioning make step enjoyable . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,0.25416666666666665,Positive
Superstar Mules,FZ2267,60,85.0,Beige,Shoes,Women/Shoes,"Reconstructed. Reimagined. Ever since they first stepped out onto the hardwood in the '70s, adidas Superstar shoes have been synonymous with boundary-breaking attitudes and evolving style. This pair honors that drive for progress with a sleek, slip-on design that keeps you decked out in bold, metallic style (without the need to lace up). So go ahead, slide in and head out. It's as easy as that.",3.9,60,"reconstructed . reimagined . ever since first stepped onto hardwood '70s , adidas superstar shoe synonymous boundary-breaking attitude evolving style . pair honor drive progress sleek , slip-on design keep decked bold , metallic style ( without need lace ) . go ahead , slide head . 's easy .",1,0.33888888888888885,Positive
Supernova+ Shoes,S42717,84,120.0,Grey,Shoes,Men/Shoes,"Take off. Touch down. Repeat. The process is simple, but not always easy. These adidas running shoes keep you comfortable from your first mile to your first race. The plus in the name refers to the extra Boost in the hybrid midsole, which gives this version of the Supernova more energy return. The engineered mesh upper provides support and ventilation where you need it most.",4.5,275,"take . touch . repeat . process simple , always easy . adidas running shoe keep comfortable first mile first race . plus name refers extra boost hybrid midsole , give version supernova energy return . engineered mesh upper provides support ventilation need .",1,0.2177777777777778,Positive
ZX 8000 Shoes,H02110,108,120.0,Green,Shoes,Men/Shoes,"The ZX 8000s have had collectors searching far and wide since their release in the mid 2000s. It's all part of the game, and now we're giving you a shortcut to win. The legendary adidas shoes are right here, right now, ready for your feet. No hunt required. They build on one of the most iconic colorways of the model's history, but with a twist, of course. The signature Torsion bar is still there, and the iconic heel TPU counter too. They wouldn't be part of the ZX thousand series without them.",4.8,83,"zx 8000s collector searching far wide since release mid 2000s . 's part game , 're giving shortcut win . legendary adidas shoe right , right , ready foot . hunt required . build one iconic colorways model 's history , twist , course . signature torsion bar still , iconic heel tpu counter . would n't part zx thousand series without .",1,0.3059523809523809,Positive
Designed to Move High-Rise Sport Zebra 7/8 Tights,GT0135,36,45.0,Blue,Clothing,Women/Clothing,"Lunge, twist and stretch through your full range of motion. These adidas training tights have a stretchy build that lets you move freely. The AEROREADY tights absorb moisture to keep you dry during rush hour at the gym. Tuck workout reminders into the back pocket where they're easy to access. 

This product is made with Primegreen, a series of high-performance recycled materials.",3.7,20,"lunge , twist stretch full range motion . adidas training tights stretchy build let move freely . aeroready tights absorb moisture keep dry rush hour gym . tuck workout reminder back pocket 're easy access . product made primegreen , series high-performance recycled material .",1,0.22333333333333333,Positive
Superstar Mules,FZ2268,60,85.0,Black,Shoes,Women/Shoes,"Reconstructed. Reimagined. Ever since they first stepped out onto the hardwood in the '70s, adidas Superstar shoes have been synonymous with boundary-breaking attitudes and evolving style. This pair honors that drive for progress with a sleek, slip-on design that keeps you decked out in bold, metallic style (without the need to lace up). So go ahead, slide in and head out. It's as easy as that.",3.9,60,"reconstructed . reimagined . ever since first stepped onto hardwood '70s , adidas superstar shoe synonymous boundary-breaking attitude evolving style . pair honor drive progress sleek , slip-on design keep decked bold , metallic style ( without need lace ) . go ahead , slide head . 's easy .",1,0.33888888888888885,Positive
