product_name,product_id,listing_price,sale_price,discount,brand,description,rating,reviews,brand2,description_preprocess,description_sentiment_nltk,description_sentiment_textblob,description_sentiment_textblob_labels
Women's adidas Sport Inspired Lite Racer Shoes,EE8257,3799,2279,40,Adidas CORE / NEO,Unstoppable style. These shoes borrow their lightweight look and feel from celebrated runners. The airy mesh upper has a clean finish with 3-Stripes. Plush cushioning helps keep the ride smooth.,3.2,26,Adidas,unstoppable style . shoe borrow lightweight look feel celebrated runner . airy mesh upper clean finish 3-stripes . plush cushioning help keep ride smooth .,1,0.2791666666666667,Positive
WOMEN'S ADIDAS ORIGINALS I-5923 SHOES,B37973,11999,5999,50,Adidas ORIGINALS,"These women's shoes fuse classic style with modern technology. Inspired by the iconic '80s Mercury sneaker, a vintage-inspired mesh upper shows off serrated 3-Stripes. Responsive Boost cushioning gives them a lightweight, modern feel.",4.1,37,Adidas,"woman 's shoe fuse classic style modern technology . inspired iconic '80s mercury sneaker , vintage-inspired mesh upper show serrated 3-stripes . responsive boost cushioning give lightweight , modern feel .",1,0.21333333333333332,Positive
Women's adidas Originals Rivalry Low Shoes,EE7068,7599,4559,40,Adidas ORIGINALS,The Rivalry's domination on the hardwood in the mid '80s won over fans far beyond the basketball world. These shoes translate the vintage style with a low profile and a supple leather upper. Stitched-on 3-Stripes add authentic adidas Originals style.,0.0,24,Adidas,rivalry 's domination hardwood mid '80s fan far beyond basketball world . shoe translate vintage style low profile supple leather upper . stitched-on 3-stripes add authentic adidas original style .,1,0.12,Positive
Men's Running Nova Flow Shoes,EH1363,5999,5999,0,Adidas CORE / NEO,"Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain.",2.4,6,Adidas,"cushion every step lightweight comfort . adidas running shoe feature breathable mesh upper ultra-soft midsole cushioning soften stride . durable outsole grip uneven surface run confidence , regardless terrain .",1,-0.1,Negative
Women's adidas Originals Deerupt Runner Shoes,EE5772,8999,5399,40,Adidas ORIGINALS,"Proof that minimalism can be bold. These shoes put an innovative spin on adidas running heritage of the '80s. The mesh upper is covered in stretchy webbing that provides support and hugs the foot. Inside, zoned cushioning gives a soft, comfortable step-in feel.",1.5,84,Adidas,"proof minimalism bold . shoe put innovative spin adidas running heritage '80s . mesh upper covered stretchy webbing provides support hug foot . inside , zoned cushioning give soft , comfortable step-in feel .",1,0.26666666666666666,Positive
Women's adidas Originals Sambarose Shoes,CG6104,7999,3999,50,Adidas ORIGINALS,"These sneakers rework the Samba's classic soccer silhouette as a stylish platform shoe. The leather upper is stacked on top of a raised gum rubber outsole to add height. Soft, smooth feel An all-leather upper, leather tongue and synthetic leather lining add luxe comfort Platform gum rubber outsole The layered outsole adds one inch of height.",3.1,7,Adidas,"sneaker rework samba 's classic soccer silhouette stylish platform shoe . leather upper stacked top raised gum rubber outsole add height . soft , smooth feel all-leather upper , leather tongue synthetic leather lining add luxe comfort platform gum rubber outsole layered outsole add one inch height .",1,0.23809523809523808,Positive
Unisex adidas Originals By Alexander Wang Wangbody Run Shoes,EF2437,17999,8999,50,Adidas ORIGINALS,"Sweat it out with Alexander Wang. The designer embraces a nostalgic workout aesthetic with performance-inspired garments that can be worn to the club or the gym. These running-inspired shoes feature a layered leather and mesh upper. Boost in the midsole provides responsive, comfortable cushioning.",2.2,25,Adidas,"sweat alexander wang . designer embrace nostalgic workout aesthetic performance-inspired garment worn club gym . running-inspired shoe feature layered leather mesh upper . boost midsole provides responsive , comfortable cushioning .",1,-0.033333333333333326,Negative
Men's adidas Toe Side II Slippers,CM0070,1299,779,40,Adidas CORE / NEO,"The adidas casual slippers for men with a striking camouflage design. Features stylish webbing straps, Diecut EVA midsole for stable cushioning and abrasion resistant rubber outsole with wet and dry traction pattern.",5.0,99,Adidas,"adidas casual slipper men striking camouflage design . feature stylish webbing strap , diecut eva midsole stable cushioning abrasion resistant rubber outsole wet dry traction pattern .",1,0.06666666666666665,Positive
WOMEN'S ADIDAS ORIGINALS ARKYN PRIMEKNIT SHOES,D96760,11999,5999,50,Adidas ORIGINALS,"Inspired by adidas' running heritage, the Arkyn is focused on the future. These shoes show off sleek glamor in a glimmering silver knit that's accented with bright color. The sock-like upper offers a snug, supportive feel.",3.4,9,Adidas,"inspired adidas ' running heritage , arkyn focused future . shoe show sleek glamor glimmering silver knit 's accented bright color . sock-like upper offer snug , supportive feel .",1,0.26,Positive
Women's adidas Swim Ozor III Slippers,CM0077,1299,779,40,Adidas CORE / NEO,"The simple and stylish adidas Ozor III slippers for women. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting.",3.5,35,Adidas,"simple stylish adidas ozor iii slipper woman . best suited match swimwear , printed slipper soft footbed additional comfort foot synthetic strap vent provides breathability proper fitting .",1,0.35000000000000003,Positive
Women's adidas Swimming Eezay 2019 Slippers,CM0091,1499,749,50,Adidas CORE / NEO,"These women's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",3.0,25,Adidas,"woman 's classic flip-flop offer clean beach design . featuring midsole cushioning , essential footwear provides lightweight comfort simple silhouette .",1,0.13333333333333333,Positive
Men's adidas Running Kollide Shoes,CL7550,4799,2399,50,Adidas CORE / NEO,Extremely functional and subtle running shoes for men. The breathable and lightweight textile upper offer extended ventilation and comfort. The Cloudfoam midsole gives you cushioning you need everyday and Rubber outsole provides durability.,1.0,13,Adidas,extremely functional subtle running shoe men . breathable lightweight textile upper offer extended ventilation comfort . cloudfoam midsole give cushioning need everyday rubber outsole provides durability .,1,-0.16458333333333333,Negative
Women's adidas Sport Inspired Lite Racer Slip-Ons,F36675,3999,2399,40,Adidas CORE / NEO,"A streamlined slip-on. These shoes simplify a running-inspired style with a clean, sock-like silhouette. The lightweight design creates a minimalist look with a textile upper featuring seamless 3-Stripes.",4.7,45,Adidas,"streamlined slip-on . shoe simplify running-inspired style clean , sock-like silhouette . lightweight design creates minimalist look textile upper featuring seamless 3-stripes .",1,0.15555555555555556,Positive
Women's adidas Sport Inspired Chaos Shoes,EF1065,6599,3959,40,Adidas CORE / NEO,"A runner look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper and plush cushioning ensures a smooth, comfortable ride.",3.4,34,Adidas,"runner look fueled confidence . shoe show uncompromising style bulky , retro-inspired build . smooth leather upper plush cushioning ensures smooth , comfortable ride .",1,0.30000000000000004,Positive
Men's Running Nova Flow Shoes,EH1361,5999,5999,0,Adidas CORE / NEO,"Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain.",2.2,13,Adidas,"cushion every step lightweight comfort . adidas running shoe feature breathable mesh upper ultra-soft midsole cushioning soften stride . durable outsole grip uneven surface run confidence , regardless terrain .",1,-0.1,Negative
Women's adidas Swim Eezay Slippers,CL0243,1299,649,50,Adidas CORE / NEO,"Lightweight and comfortable, these women's thong sandals are your go-to for the beach. Designed with a classic thong construction, they feature a soft footbed and lining so you can wear them all day.",5.0,60,Adidas,"lightweight comfortable , woman 's thong sandal go-to beach . designed classic thong construction , feature soft footbed lining wear day .",1,0.2222222222222222,Positive
Women's adidas Originals POD-S3.1 Shoes,CG6177,13999,6999,50,Adidas ORIGINALS,"The '90s sensation is back, updated with more style and comfort. These shoes give a nod to the technical history of the P.O.D. system with a heat-print graphic on the sockliner and on the soft, sock-like adidas Primeknit upper. The distinctive P.O.D. midsole has a supportive TPU bridge, and Boost cushioning adds an elevated level of comfort.",3.9,91,Adidas,"'90s sensation back , updated style comfort . shoe give nod technical history p.o.d . system heat-print graphic sockliner soft , sock-like adidas primeknit upper . distinctive p.o.d . midsole supportive tpu bridge , boost cushioning add elevated level comfort .",1,0.15714285714285717,Positive
Women's adidas Originals Superstar Shoes,FV3288,7999,7999,0,Adidas ORIGINALS,"What's love got to do with it? EVERYTHING. An instant icon since 1970, the world famous adidas Superstar shoe gets a charming update. With every step you take, show the world that love reigns supreme. These shell-toe shoes show off a splash of printed hearts and appliquÃ© embroidered Trefoils. Printed hearts on the laces remind you to share the power of love every time you lace up.",2.4,33,Adidas,"'s love got ? everything . instant icon since 1970 , world famous adidas superstar shoe get charming update . every step take , show world love reign supreme . shell-toe shoe show splash printed heart appliquã© embroidered trefoil . printed heart lace remind share power love every time lace .",1,0.45,Positive
Women's adidas Originals I-5923 Shoes,EE4949,11999,7199,40,Adidas ORIGINALS,"These lightweight shoes fuse '70s style with modern technology. Flashing retro colours, the leather upper is accented with stretchy mesh and faux suede details. Serrated 3-Stripes add a vintage detail. Responsive cushioning energises every stride.",2.0,39,Adidas,"lightweight shoe fuse '70s style modern technology . flashing retro colour , leather upper accented stretchy mesh faux suede detail . serrated 3-stripes add vintage detail . responsive cushioning energises every stride .",1,0.1,Positive
Women's adidas ORIGINALS EQT RACING Low Shoes,BB2344,9999,4000,60,Adidas ORIGINALS,"These adidas Originals Equipment Racing shoes for women bring to you a clean and deconstructed upper made of mesh that promotes proper breathability to the feet. The textured grip tread along with TORSION system offers stability and it comes with adidas ""equipment"" logo on the tongue.",3.9,34,Adidas,adidas original equipment racing shoe woman bring clean deconstructed upper made mesh promotes proper breathability foot . textured grip tread along torsion system offer stability come adidas `` equipment '' logo tongue .,1,0.11666666666666667,Positive
Unisex adidas Originals Skateboarding 3MC Shoes,EE6080,5999,2999,50,Adidas ORIGINALS,"Combining skate-friendly design with a clean, classic profile, these shoes are in their element on or off the board. Highly versatile with style for everyone, they have a monochrome suede upper for a light, supple touch, plus a Geoflex outsole providing unmatched flexibility and grip. Heritage details include sidewalls with Gazelle-inspired texturing and the iconic heel patch.",1.0,67,Adidas,"combining skate-friendly design clean , classic profile , shoe element board . highly versatile style everyone , monochrome suede upper light , supple touch , plus geoflex outsole providing unmatched flexibility grip . heritage detail include sidewall gazelle-inspired texturing iconic heel patch .",1,0.26555555555555554,Positive
Women's adidas Originals Supercourt Shoes,EE6047,7999,4799,40,Adidas ORIGINALS,"A distillation of 40 years of adidas court style, these shoes serve up vintage vibes with a modern feel. They're crafted of supple leather in shades of tennis whites. For a refined touch, they're detailed with perforated 3-Stripes and a sculpted cupsole.",3.6,83,Adidas,"distillation 40 year adidas court style , shoe serve vintage vibe modern feel . 're crafted supple leather shade tennis white . refined touch , 're detailed perforated 3-stripes sculpted cupsole .",0,0.30000000000000004,Positive
Women's adidas Sport Inspired Kaptir X Shoes,EF0078,7599,4559,40,Adidas CORE / NEO,"Fashion and running style flow together. These women's shoes make a statement on the street while feeling pillow-soft. Layers of plush cushioning combine with a foot-hugging fit for comprehensive comfort. The easy-on upper has a sleek, modern design and 3-Stripes to leave an impression.",2.2,49,Adidas,"fashion running style flow together . woman 's shoe make statement street feeling pillow-soft . layer plush cushioning combine foot-hugging fit comprehensive comfort . easy-on upper sleek , modern design 3-stripes leave impression .",1,0.20000000000000004,Positive
Women's adidas Originals Continental 80 Shoes,EE5565,7999,4799,40,Adidas ORIGINALS,The Continental 80 is an authentic bringback of an indoor trainer from the '80s. These leather low top shoes show off a swooping stripe on the side and a split rubber cupsole.,3.2,64,Adidas,continental 80 authentic bringback indoor trainer '80s . leather low top shoe show swooping stripe side split rubber cupsole .,1,0.3333333333333333,Positive
Women's adidas Originals Sambarose Shoes,EF4965,7999,7999,0,Adidas ORIGINALS,"Go ahead. Send yourself some flowers. Buy yourself that fancy vegan cheesecake. Self-love is where it's at, so lace up these shoes and elevate it. Based on the now iconic adidas Samba, these SAMBAROSE shoes lift you up with an on-trend platform sole. Luxe leather keeps your look sleek and smooth. Printed hearts peak through the translucent sole and send love energy out into the world with every step you take.",4.0,18,Adidas,"go ahead . send flower . buy fancy vegan cheesecake . self-love 's , lace shoe elevate . based iconic adidas samba , sambarose shoe lift on-trend platform sole . luxe leather keep look sleek smooth . printed heart peak translucent sole send love energy world every step take .",1,0.27999999999999997,Positive
Women's adidas Originals I-5923 Shoes,EE4946,11999,7199,40,Adidas ORIGINALS,These lightweight street shoes offer a shout-out to '70s running heritage. They're rebuilt for today with updated materials and responsive Boost cushioning in the midsole. The lace-like mesh upper features synthetic suede overlays for a retro look.,0.0,74,Adidas,lightweight street shoe offer shout-out '70s running heritage . 're rebuilt today updated material responsive boost cushioning midsole . lace-like mesh upper feature synthetic suede overlay retro look .,1,0.0,Neutral
WOMEN'S ADIDAS ORIGINALS EQT ADV RACING SHOES,B37090,9999,4999,50,Adidas ORIGINALS,"Heritage style, meet progressive design. These women's shoes feature a mesh upper and an archive-inspired lacing system. A crisp silhouette draws on '90s racing styles, while metallic details add a contemporary edge.",4.2,81,Adidas,"heritage style , meet progressive design . woman 's shoe feature mesh upper archive-inspired lacing system . crisp silhouette draw '90s racing style , metallic detail add contemporary edge .",0,0.13888888888888887,Positive
Women's adidas Sport Inspired Yatra Shoes,F36516,4299,2579,40,Adidas CORE / NEO,"A versatile look that nods to its roots. These running-inspired shoes have an airy mesh upper contrasted with sleek 3-Stripes. The lightweight build keeps you light on your toes, and plush cushioning ensures a smooth ride.",3.5,30,Adidas,"versatile look nod root . running-inspired shoe airy mesh upper contrasted sleek 3-stripes . lightweight build keep light toe , plush cushioning ensures smooth ride .",0,0.26666666666666666,Positive
Unisex adidas Originals Adi-Ease Shoes,DB3112,5999,2999,50,Adidas ORIGINALS,"Hit the streets in these understated adidas originals. Constructed from strong suede with a board-gripping outsole, these skate shoes toe the line between board feel and durability. Solid colours and 3-Stripes style add an understated element to these go-to shoes.",3.4,64,Adidas,"hit street understated adidas original . constructed strong suede board-gripping outsole , skate shoe toe line board feel durability . solid colour 3-stripes style add understated element go-to shoe .",1,0.21666666666666665,Positive
Men's Running Nova Flow Shoes,EH1366,5999,5999,0,Adidas CORE / NEO,"Cushion your every step in lightweight comfort. These adidas running shoes feature a breathable mesh upper and ultra-soft midsole cushioning to soften your stride. A durable outsole grips uneven surfaces so you can run with confidence, regardless of the terrain.",4.8,72,Adidas,"cushion every step lightweight comfort . adidas running shoe feature breathable mesh upper ultra-soft midsole cushioning soften stride . durable outsole grip uneven surface run confidence , regardless terrain .",1,-0.1,Negative
Women's adidas Originals Tubular Shadow Shoes,CG6164,7999,3999,50,Adidas ORIGINALS,The tire-inspired sole of the Tubular sneaker series stems from a '90s design experiment. These shoes update the innovative look with a stretchy knit upper and Trefoil logo on the tongue.,3.3,87,Adidas,tire-inspired sole tubular sneaker series stem '90s design experiment . shoe update innovative look stretchy knit upper trefoil logo tongue .,1,0.16666666666666666,Positive
Women's adidas Originals I-5923 Shoes,EE4959,11999,7199,40,Adidas ORIGINALS,"70s running style inspires these throwback shoes. A mesh and velvet upper creates a luxe feel and textured look. Energy-returning Boost cushioning adds a responsive ride for all-day comfort. They come in fresh, seasonal colours.",2.7,43,Adidas,"70 running style inspires throwback shoe . mesh velvet upper creates luxe feel textured look . energy-returning boost cushioning add responsive ride all-day comfort . come fresh , seasonal colour .",1,0.15,Positive
Unisex adidas Originals By Alexander Wang Wangbody Run Shoes,EF2438,17999,10799,40,Adidas ORIGINALS,"Sweat it out with Alexander Wang. The designer embraces a nostalgic workout aesthetic with performance-inspired garments that can be worn to the club or the gym. These running-inspired shoes feature a layered leather and mesh upper. Boost in the midsole provides responsive, comfortable cushioning.",3.7,15,Adidas,"sweat alexander wang . designer embrace nostalgic workout aesthetic performance-inspired garment worn club gym . running-inspired shoe feature layered leather mesh upper . boost midsole provides responsive , comfortable cushioning .",1,-0.033333333333333326,Negative
Women's adidas Running Asweego Shoes,F35567,6999,3499,50,Adidas CORE / NEO,Shoes with flexibility and responsiveness for multisport training. These running shoes for women have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,2.8,81,Adidas,shoe flexibility responsiveness multisport training . running shoe woman mesh upper hug foot sock-like fit . pillow-like midsole cushioning provides long-lasting comfort . durable rubber insert forefoot heel provide added grip 're ready unexpected terrain .,1,0.17500000000000002,Positive
Women's adidas Sport Inspired RunFalcon Shoes,EE8165,5599,3359,40,Adidas CORE / NEO,"Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive trainers have an airy material-mix upper and a midfoot cage for extra support.",2.9,54,Adidas,"start clocking mile lightweight running shoe . treadmill street , add comfort step soft cushioning . supportive trainer airy material-mix upper midfoot cage extra support .",1,0.15,Positive
Women's adidas Originals Forest Grove Shoes,EE5846,6599,3959,40,Adidas ORIGINALS,"Inspired by a game-changing running shoes from the archives, this shoe is built for everyday wear. A suede and nylon upper shows off classic 3-Stripes styling. A mesh-wrapped EVA midsole echoes vintage looks from the archives.",5.0,15,Adidas,"inspired game-changing running shoe archive , shoe built everyday wear . suede nylon upper show classic 3-stripes styling . mesh-wrapped eva midsole echo vintage look archive .",1,-0.011111111111111118,Negative
MEN'S ADIDAS RUNNING ARGECY SHOES,F34846,5599,2799,50,Adidas CORE / NEO,"Sporty style with running DNA. These men's shoes feature a two-layer mesh upper that is durable and breathable. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry.",0.0,17,Adidas,"sporty style running dna . men 's shoe feature two-layer mesh upper durable breathable . cloudfoam cushioning offer comfort every stride , handy heel pull help get hurry .",1,0.2333333333333333,Positive
WOMEN'S ADIDAS ORIGINALS GAZELLE SHOES,B41663,7999,3999,50,Adidas ORIGINALS,"A contender since the late '60s, the Gazelle started as an indoor football shoe and became a streetwear phenomenon. Made in soft suede, these shoes update the look with an embossed geometric pattern.",3.2,30,Adidas,"contender since late '60s , gazelle started indoor football shoe became streetwear phenomenon . made soft suede , shoe update look embossed geometric pattern .",1,-0.09999999999999999,Negative
Men's adidas Running Erdiga 3.0 Shoes,CK9690,4299,2149,50,Adidas CORE / NEO,The adidas Erdiga 3.0 shoes for men crafted with Mesh-Synthetic upper for added comfort. The IMEVA midsole provides optimized cushioning and rebounding. The outsole is made of high durable rubber.,3.2,73,Adidas,adidas erdiga 3.0 shoe men crafted mesh-synthetic upper added comfort . imeva midsole provides optimized cushioning rebounding . outsole made high durable rubber .,1,0.08,Positive
Men's adidas Running Duramo 9 Shoes,EE7927,6599,3299,50,Adidas CORE / NEO,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear.",2.2,27,Adidas,"men 's versatile running shoe ideal treadmill trail . feature mesh upper breathability seamless print overlay additional support . pillow-soft cloudfoam cushion every stride , durable outsole hold everyday wear .",1,0.2,Positive
Men's adidas Sport Inspired Nebular 2 Shoes,CK9688,4999,2499,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas running-inspired shoes for men. Featuring Textile-Mesh upper for lightweight and breathability with Rubber outsole for durability.,3.2,43,Adidas,style performance go hand hand adidas running-inspired shoe men . featuring textile-mesh upper lightweight breathability rubber outsole durability .,1,0.0,Neutral
Men's adidas Sport Inspired Binafo Shoes,CK9424,5299,2649,50,Adidas CORE / NEO,"Extremely functional and subtle running-inspired shoes for men. The mesh upper of these shoes promise a comfortable comfort and a lightweight pick, while the EVA midsole and rubber outsole ensure durability.",3.0,49,Adidas,"extremely functional subtle running-inspired shoe men . mesh upper shoe promise comfortable comfort lightweight pick , eva midsole rubber outsole ensure durability .",1,-0.014583333333333323,Negative
Men's adidas Sport Inspired Blaze Runner Shoes,CK9430,5599,2799,50,Adidas CORE / NEO,Extremely functional and subtle running-inspired shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,2.6,80,Adidas,extremely functional subtle running-inspired shoe men . breathable lightweight knit-mesh offer extended ventilation comfort . imeva midsole full rubber outsole provides durability .,1,-0.036111111111111115,Negative
Women's adidas Originals Arkyn Shoes,CG6228,11999,5999,50,Adidas ORIGINALS,The Arkyn offers a feminine design that's modern and playful. These sleek shoes show off a bold clash of colors and materials. They're made with a sock-like mesh upper that gives a snug and supportive feel.,3.1,65,Adidas,arkyn offer feminine design 's modern playful . sleek shoe show bold clash color material . 're made sock-like mesh upper give snug supportive feel .,1,0.22666666666666666,Positive
Women's adidas Originals Deerupt Runner Shoes,DB3600,9999,4999,50,Adidas ORIGINALS,"Deerupt is defined by a standout minimalist design. These shoes show off webbing that covers the upper and midsole. A flexible, collapsible upper makes them easy to pack. The lightweight sneakers are built to deliver a snug, comfortable feel.",2.7,87,Adidas,"deerupt defined standout minimalist design . shoe show webbing cover upper midsole . flexible , collapsible upper make easy pack . lightweight sneaker built deliver snug , comfortable feel .",1,0.20833333333333334,Positive
Men's adidas Running 90s Valasion Shoes,EE9892,8999,4499,50,Adidas CORE / NEO,"The spirit of innovation and motivation returns. Nostalgic for the '90s, these running shoes add superior modern cushioning to a classic look. From step-in to full stride, they deliver ultra-soft comfort. They feature a leather and mesh upper and a Cloudfoam Comfort midsole for extra comfort and performance.",3.5,43,Adidas,"spirit innovation motivation return . nostalgic '90s , running shoe add superior modern cushioning classic look . step-in full stride , deliver ultra-soft comfort . feature leather mesh upper cloudfoam comfort midsole extra comfort performance .",1,0.13095238095238096,Positive
Men's adidas Sport Inspired Zeta 2.0 Shoes,CL7461,4599,2299,50,Adidas CORE / NEO,Fresh running-inspired style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush IMEVA midsole and Rubber outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.,2.9,58,Adidas,fresh running-inspired style . shoe lightweight textile upper hug foot sock-like construction . plush imeva midsole rubber outsole cushioning keep foot comfortable throughout day . seamless 3-stripes flash side .,1,0.1288888888888889,Positive
MEN'S ADIDAS RUNNING PUARO SHOES,CK9678,4999,2499,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas Puaro shoes for men. Mesh upper for lightweight and breathability with full rubber outsole for durability. They come layered sandwich mesh details for maximum ventilation.,1.5,0,Adidas,style performance go hand hand adidas puaro shoe men . mesh upper lightweight breathability full rubber outsole durability . come layered sandwich mesh detail maximum ventilation .,1,0.175,Positive
Men's adidas Running Helkin 3 Shoes,CK9696,4599,2299,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas Helkin 3 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,4.1,94,Adidas,style performance go hand hand adidas helkin 3 running shoe men . breathable upper knit-mesh offer maximum ventilation . eva midsole rubber outsole .,1,0.05,Positive
Men's adidas Running Helkin 3 Shoes,CK9695,4599,2299,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas Helkin 3 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,2.0,52,Adidas,style performance go hand hand adidas helkin 3 running shoe men . breathable upper knit-mesh offer maximum ventilation . eva midsole rubber outsole .,1,0.05,Positive
Men's adidas Running Erdiga 4.0 Shoes,CK9683,4999,2499,50,Adidas CORE / NEO,"These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces.",4.6,39,Adidas,"erdiga 4.0 running shoe men add fresh vigour workout session . featuring mesh upper lining , lace-ups durable , light weight comfortable wear . furthermore , rubber outsole ensures better traction different surface .",1,0.26666666666666666,Positive
Men's adidas Running Kylen 1.0 shoes,CK9692,4999,2499,50,Adidas CORE / NEO,The adidas Kylen 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The mesh upper ensures breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,3.8,21,Adidas,adidas kylen 1.0 shoe men . lightweight running shoe come new upper design made low ground faster 3-stripes execution enhances 's overall appeal along great fit . mesh upper ensures breathability lightstrike eva midsole full rubber outsole provides durability .,1,0.21079545454545456,Positive
Men's adidas Running Galaxy 4 Shoes,EE7919,5999,2999,50,Adidas CORE / NEO,"Stride with confidence for miles. These running shoes deliver heel-to-toe support with a midfoot panel, toe cap and heel piece. They feature lightweight cushioning that makes every step feel plush. The cosy knit upper rides on an outsole built to hold up to heavy usage.",4.3,87,Adidas,"stride confidence mile . running shoe deliver heel-to-toe support midfoot panel , toe cap heel piece . feature lightweight cushioning make every step feel plush . cosy knit upper ride outsole built hold heavy usage .",1,-0.1,Negative
Men's adidas Running Flank Shoes,CL7517,5299,2649,50,Adidas CORE / NEO,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile-mesh upper, Cloudfoam midsole and Rubber outsole provides durability.",2.7,42,Adidas,"men 's running shoe keep comfortable stay focused running goal . feature textile-mesh upper , cloudfoam midsole rubber outsole provides durability .",1,0.2,Positive
Men's adidas Running Helkin 3 Shoes,CK9698,4599,2299,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas Helkin 3 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,4.7,8,Adidas,style performance go hand hand adidas helkin 3 running shoe men . breathable upper knit-mesh offer maximum ventilation . eva midsole rubber outsole .,1,0.05,Positive
Men's adidas Sport Inspired Phanko Shoes,CK9418,5599,2799,50,Adidas CORE / NEO,Extremely functional and subtle running-inspired shoes for men. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides add to it's appeal.,2.7,74,Adidas,extremely functional subtle running-inspired shoe men . feature textile mesh upper synthetic overlay . eva cushioning add extra comfort . running 3-stripes side add 's appeal .,1,-0.11458333333333333,Negative
Unisex adidas Originals Marathon Tech Shoes,EF0322,12999,7799,40,Adidas ORIGINALS,"These shoes follow in the style steps of adidas' first trail running shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with the iconic 3-Stripes in contrast colour. Extra comfort comes from the energy-returning Boost midsole.",2.5,23,Adidas,"shoe follow style step adidas ' first trail running shoe , marathon tr . vintage-inspired upper mix breathable mesh synthetic suede , iconic 3-stripes contrast colour . extra comfort come energy-returning boost midsole .",1,0.1875,Positive
Men's adidas Sport Inspired Binafo Shoes,CK9427,5299,2649,50,Adidas CORE / NEO,"Improve your performance during your daily jogging sessions with these running shoes for men. The mesh upper of these shoes promise a comfortable comfort and a lightweight pick, while the EVA midsole and rubber outsole ensure durability.",5.0,59,Adidas,"improve performance daily jogging session running shoe men . mesh upper shoe promise comfortable comfort lightweight pick , eva midsole rubber outsole ensure durability .",1,0.13333333333333333,Positive
Men's adidas Sport Inspired Archivo Shoes,EF0437,5599,3359,40,Adidas CORE / NEO,Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,4.2,89,Adidas,modern comfort authentic adidas heritage mix . running-inspired shoe treat foot superior cushioning ultra-plush ride cloudfoam midsole soft sockliner . sleek mesh upper feature suede overlay subtle 3-stripes sporty style .,1,0.19444444444444445,Positive
Men's adidas Sport Inspired Archivo Shoes,EF0435,5599,2799,50,Adidas CORE / NEO,Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,2.4,99,Adidas,modern comfort authentic adidas heritage mix . running-inspired shoe treat foot superior cushioning ultra-plush ride cloudfoam midsole soft sockliner . sleek mesh upper feature suede overlay subtle 3-stripes sporty style .,1,0.19444444444444445,Positive
